country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,sd_score,standarized_sd_score
Canada,Ontario,Niagara Falls,2020-05-14,-36.0,-2.0,-50.0,-33.0,-49.0,18.0,188.0,62.287480680061826
Canada,Ontario,Niagara Falls,2020-05-15,-40.0,-3.0,-56.0,-43.0,-51.0,20.0,213.0,66.15146831530139
Canada,Ontario,Niagara Falls,2020-05-16,-38.0,-4.0,-19.0,-26.0,-35.0,9.0,131.0,53.47758887171561
Canada,Ontario,Niagara Falls,2020-05-17,-37.0,-6.0,-32.0,-27.0,-36.0,9.0,147.0,55.95054095826894
Canada,Ontario,Niagara Falls,2020-05-18,-62.0,-51.0,-45.0,-67.0,-79.0,26.0,330.0,84.23493044822257
Canada,Ontario,Niagara Falls,2020-05-19,-25.0,15.0,-19.0,-37.0,-46.0,14.0,126.0,52.7047913446677
Canada,Ontario,Niagara Falls,2020-05-20,-21.0,14.0,-5.0,-32.0,-46.0,14.0,104.0,49.304482225656876
Canada,Ontario,Niagara Falls,2020-05-21,-25.0,10.0,3.0,-35.0,-45.0,14.0,106.0,49.61360123647604
Canada,Ontario,Niagara Falls,2020-05-22,-33.0,3.0,-30.0,-38.0,-45.0,16.0,159.0,57.80525502318392
Canada,Ontario,Niagara Falls,2020-05-23,-34.0,2.0,-19.0,-13.0,-29.0,9.0,102.0,48.99536321483771
Canada,Ontario,Niagara Falls,2020-05-24,-30.0,0.0,27.0,-10.0,-29.0,7.0,49.0,40.80370942812983
Canada,Ontario,Niagara Falls,2020-05-25,-22.0,9.0,10.0,-32.0,-46.0,13.0,94.0,47.75888717156105
Canada,Ontario,Niagara Falls,2020-05-26,-24.0,10.0,2.0,-33.0,-43.0,13.0,101.0,48.84080370942813
Canada,Ontario,Niagara Falls,2020-05-27,-22.0,10.0,-3.0,-21.0,-44.0,13.0,93.0,47.60432766615147
Canada,Ontario,Niagara Falls,2020-05-28,-30.0,3.0,-37.0,-34.0,-43.0,16.0,157.0,57.496136012364765
Canada,Ontario,Niagara Falls,2020-05-29,-33.0,3.0,-50.0,-28.0,-43.0,16.0,167.0,59.04173106646059
Canada,Ontario,Niagara Falls,2020-05-30,-33.0,4.0,-29.0,-4.0,-20.0,9.0,91.0,47.2952086553323
Canada,Ontario,Niagara Falls,2020-05-31,-27.0,0.0,17.0,11.0,-18.0,6.0,23.0,36.78516228748068
Canada,Ontario,Niagara Falls,2020-06-01,-22.0,8.0,0.0,-24.0,-42.0,12.0,92.0,47.44976816074188
Canada,Ontario,Niagara Falls,2020-06-02,-24.0,8.0,-7.0,-31.0,-41.0,13.0,108.0,49.92272024729521
Canada,Ontario,Niagara Falls,2020-06-03,-26.0,5.0,-20.0,-26.0,-42.0,14.0,123.0,52.24111282843895
Canada,Ontario,Niagara Falls,2020-06-04,-24.0,10.0,12.0,-27.0,-39.0,12.0,80.0,45.595054095826896
Canada,Ontario,Niagara Falls,2020-06-05,-28.0,3.0,-16.0,-38.0,-40.0,14.0,133.0,53.78670788253478
Canada,Ontario,Niagara Falls,2020-06-06,-27.0,4.0,-1.0,-17.0,-19.0,7.0,67.0,43.585780525502315
Canada,Ontario,Niagara Falls,2020-06-07,-22.0,1.0,49.0,-6.0,-21.0,5.0,4.0,33.84853168469861
Canada,Ontario,Niagara Falls,2020-06-08,-17.0,5.0,11.0,-34.0,-40.0,12.0,87.0,46.67697063369397
Canada,Ontario,Niagara Falls,2020-06-09,-20.0,9.0,15.0,-39.0,-38.0,12.0,85.0,46.36785162287481
Canada,Ontario,Niagara Falls,2020-06-10,-19.0,11.0,-10.0,-29.0,-40.0,13.0,100.0,48.68624420401855
Canada,Ontario,Niagara Falls,2020-06-11,-21.0,11.0,8.0,-25.0,-38.0,12.0,77.0,45.13137557959814
Canada,Ontario,Niagara Falls,2020-06-12,-27.0,7.0,-12.0,-23.0,-38.0,13.0,106.0,49.61360123647604
Canada,Ontario,Niagara Falls,2020-06-13,-26.0,8.0,2.0,4.0,-14.0,7.0,33.0,38.33075734157651
Canada,Ontario,Niagara Falls,2020-06-14,-21.0,3.0,50.0,14.0,-15.0,5.0,-26.0,29.21174652241113
Canada,Ontario,Niagara Falls,2020-06-15,-18.0,10.0,9.0,-27.0,-39.0,11.0,76.0,44.97681607418856
Canada,Ontario,Niagara Falls,2020-06-16,-17.0,13.0,24.0,-29.0,-37.0,11.0,57.0,42.040185471406495
Canada,Ontario,Niagara Falls,2020-06-17,-17.0,12.0,21.0,-23.0,-38.0,11.0,56.0,41.88562596599691
Canada,Ontario,Niagara Falls,2020-06-18,-19.0,15.0,21.0,-30.0,-37.0,11.0,61.0,42.65842349304482
Canada,Ontario,Niagara Falls,2020-06-19,-20.0,15.0,3.0,-21.0,-37.0,11.0,71.0,44.20401854714065
Canada,Ontario,Niagara Falls,2020-06-20,-20.0,20.0,33.0,3.0,-13.0,4.0,-19.0,30.29366306027821
Canada,Ontario,Niagara Falls,2020-06-21,-16.0,11.0,75.0,4.0,-8.0,2.0,-64.0,23.338485316846985
Canada,Ontario,Niagara Falls,2020-06-22,-17.0,8.0,11.0,-26.0,-41.0,11.0,76.0,44.97681607418856
Canada,Ontario,Niagara Falls,2020-06-23,-19.0,10.0,-3.0,-27.0,-39.0,11.0,89.0,46.986089644513136
Canada,Ontario,Niagara Falls,2020-06-24,-13.0,13.0,19.0,-20.0,-38.0,10.0,49.0,40.80370942812983
Canada,Ontario,Niagara Falls,2020-06-25,-15.0,14.0,27.0,-22.0,-36.0,10.0,42.0,39.721792890262755
Canada,Ontario,Niagara Falls,2020-06-26,-21.0,12.0,18.0,-19.0,-37.0,10.0,57.0,42.040185471406495
Canada,Ontario,Niagara Falls,2020-06-27,-23.0,10.0,10.0,13.0,-16.0,6.0,12.0,35.08500772797527
Canada,Ontario,Niagara Falls,2020-06-28,-14.0,6.0,108.0,23.0,-10.0,2.0,-111.0,16.0741885625966
Canada,Ontario,Niagara Falls,2020-06-29,-8.0,16.0,47.0,-30.0,-40.0,9.0,24.0,36.93972179289026
Canada,Ontario,Niagara Falls,2020-06-30,7.0,48.0,72.0,-32.0,-37.0,7.0,-51.0,25.347758887171562
Canada,Ontario,Niagara Falls,2020-07-01,-30.0,-26.0,219.0,-41.0,-64.0,14.0,-44.0,26.42967542503864
Canada,Ontario,Niagara Falls,2020-07-02,-5.0,27.0,69.0,-35.0,-41.0,9.0,-6.0,32.30293663060278
Canada,Ontario,Niagara Falls,2020-07-03,-14.0,20.0,43.0,-35.0,-46.0,11.0,43.0,39.876352395672335
Canada,Ontario,Niagara Falls,2020-07-04,-17.0,13.0,63.0,-13.0,-15.0,4.0,-27.0,29.057187017001546
Canada,Ontario,Niagara Falls,2020-07-05,-12.0,9.0,104.0,-4.0,-14.0,2.0,-81.0,20.71097372488408
Canada,Ontario,Niagara Falls,2020-07-06,-11.0,16.0,40.0,-41.0,-41.0,10.0,47.0,40.49459041731067
Canada,Ontario,Niagara Falls,2020-07-07,-10.0,18.0,45.0,-44.0,-39.0,9.0,39.0,39.258114374034
Canada,Ontario,Niagara Falls,2020-07-08,-9.0,18.0,40.0,-33.0,-39.0,10.0,33.0,38.33075734157651
Canada,Ontario,Niagara Falls,2020-07-09,-12.0,17.0,40.0,-38.0,-38.0,10.0,41.0,39.56723338485317
Canada,Ontario,Niagara Falls,2020-07-10,-17.0,13.0,14.0,-37.0,-38.0,10.0,75.0,44.822256568778975
Canada,Ontario,Niagara Falls,2020-07-11,-22.0,12.0,-3.0,-13.0,-15.0,7.0,48.0,40.64914992272025
Canada,Ontario,Niagara Falls,2020-07-12,-6.0,12.0,134.0,7.0,-10.0,2.0,-135.0,12.364760432766616
Canada,Ontario,Niagara Falls,2020-07-13,-8.0,14.0,45.0,-36.0,-39.0,9.0,33.0,38.33075734157651
Canada,Ontario,Niagara Falls,2020-07-14,-5.0,16.0,74.0,-39.0,-38.0,8.0,0.0,33.23029366306028
Canada,Ontario,Niagara Falls,2020-07-15,-5.0,14.0,62.0,-34.0,-37.0,9.0,9.0,34.62132921174652
Canada,Ontario,Niagara Falls,2020-07-16,-14.0,12.0,9.0,-38.0,-37.0,11.0,79.0,45.440494590417316
Canada,Ontario,Niagara Falls,2020-07-17,-14.0,12.0,43.0,-37.0,-36.0,9.0,41.0,39.56723338485317
Canada,Ontario,Niagara Falls,2020-07-18,-10.0,15.0,78.0,-10.0,-10.0,3.0,-60.0,23.956723338485318
Canada,Ontario,Niagara Falls,2020-07-19,-15.0,6.0,64.0,-1.0,-16.0,4.0,-34.0,27.97527047913447
Canada,Ontario,Niagara Falls,2020-07-20,-4.0,17.0,72.0,-34.0,-37.0,8.0,-6.0,32.30293663060278
Canada,Ontario,Niagara Falls,2020-07-21,-5.0,18.0,74.0,-39.0,-35.0,8.0,-5.0,32.45749613601237
Canada,Ontario,Niagara Falls,2020-07-22,-8.0,12.0,27.0,-36.0,-37.0,11.0,53.0,41.42194744976816
Canada,Ontario,Niagara Falls,2020-07-23,-8.0,14.0,58.0,-37.0,-35.0,9.0,17.0,35.85780525502319
Canada,Ontario,Niagara Falls,2020-07-24,-12.0,10.0,44.0,-32.0,-35.0,9.0,34.0,38.48531684698609
Canada,Ontario,Niagara Falls,2020-07-25,-10.0,12.0,72.0,-8.0,-9.0,3.0,-54.0,24.88408037094281
Canada,Ontario,Niagara Falls,2020-07-26,-5.0,9.0,121.0,3.0,-10.0,1.0,-117.0,15.146831530139105
Canada,Ontario,Niagara Falls,2020-07-27,-9.0,9.0,41.0,-39.0,-40.0,9.0,47.0,40.49459041731067
Canada,Ontario,Niagara Falls,2020-07-28,-5.0,17.0,74.0,-37.0,-37.0,8.0,-4.0,32.61205564142195
Canada,Ontario,Niagara Falls,2020-07-29,-4.0,14.0,52.0,-27.0,-38.0,9.0,12.0,35.08500772797527
Canada,Ontario,Niagara Falls,2020-07-30,-4.0,19.0,80.0,-27.0,-36.0,8.0,-24.0,29.520865533230296
Canada,Ontario,Niagara Falls,2020-07-31,-7.0,21.0,65.0,-22.0,-38.0,7.0,-12.0,31.375579598145286
Canada,Ontario,Niagara Falls,2020-08-01,-4.0,17.0,100.0,2.0,-13.0,2.0,-100.0,17.77434312210201
Canada,Ontario,Niagara Falls,2020-08-02,0.0,15.0,111.0,22.0,-16.0,3.0,-129.0,13.292117465224113
Canada,Ontario,Niagara Falls,2020-08-03,-6.0,-3.0,159.0,-30.0,-67.0,15.0,-38.0,27.35703245749614
Canada,Ontario,Niagara Falls,2020-08-04,-6.0,20.0,30.0,-29.0,-40.0,10.0,35.0,38.639876352395675
Canada,Ontario,Niagara Falls,2020-08-05,3.0,20.0,90.0,-18.0,-38.0,8.0,-49.0,25.656877897990725
Canada,Ontario,Niagara Falls,2020-08-06,-1.0,17.0,99.0,-21.0,-36.0,7.0,-51.0,25.347758887171562
Canada,Ontario,Niagara Falls,2020-08-07,-10.0,10.0,55.0,-20.0,-36.0,8.0,9.0,34.62132921174652
Canada,Ontario,Niagara Falls,2020-08-08,-7.0,13.0,87.0,5.0,-8.0,2.0,-88.0,19.629057187017
Canada,Ontario,Niagara Falls,2020-08-09,-1.0,11.0,135.0,23.0,-11.0,1.0,-156.0,9.119010819165378
Canada,Ontario,Niagara Falls,2020-08-10,-5.0,11.0,69.0,-24.0,-39.0,8.0,-4.0,32.61205564142195
Canada,Ontario,Niagara Falls,2020-08-11,-3.0,15.0,68.0,-34.0,-36.0,8.0,-2.0,32.92117465224111
Canada,Ontario,Niagara Falls,2020-08-12,0.0,12.0,85.0,-50.0,-36.0,7.0,-4.0,32.61205564142195
Canada,Ontario,Niagara Falls,2020-08-13,-3.0,14.0,90.0,-53.0,-35.0,7.0,-6.0,32.30293663060278
Canada,Ontario,Niagara Falls,2020-08-14,-9.0,13.0,55.0,-54.0,-36.0,7.0,38.0,39.10355486862442
Canada,Ontario,Niagara Falls,2020-08-15,-4.0,14.0,94.0,-43.0,-11.0,2.0,-48.0,25.811437403400312
Canada,Ontario,Niagara Falls,2020-08-16,-4.0,12.0,106.0,-42.0,-12.0,1.0,-59.0,24.111282843894898
Canada,Ontario,Niagara Falls,2020-08-17,-9.0,6.0,48.0,-56.0,-40.0,9.0,60.0,42.503863987635235
Canada,Ontario,Niagara Falls,2020-08-18,-2.0,15.0,48.0,-52.0,-35.0,7.0,33.0,38.33075734157651
Canada,Ontario,Niagara Falls,2020-08-19,-1.0,14.0,48.0,-49.0,-36.0,7.0,31.0,38.02163833075734
Canada,Ontario,Niagara Falls,2020-08-20,2.0,16.0,48.0,-42.0,-34.0,6.0,16.0,35.7032457496136
Canada,Ontario,Niagara Falls,2020-08-21,-8.0,9.0,63.0,-45.0,-35.0,7.0,23.0,36.78516228748068
Canada,Ontario,Niagara Falls,2020-08-22,-2.0,12.0,93.0,-27.0,-9.0,1.0,-66.0,23.02936630602782
Canada,Ontario,Niagara Falls,2020-08-23,2.0,9.0,93.0,-27.0,-8.0,0.0,-69.0,22.56568778979907
Canada,Ontario,Niagara Falls,2020-08-24,-4.0,8.0,93.0,-47.0,-38.0,8.0,-4.0,32.61205564142195
Canada,Ontario,Niagara Falls,2020-08-25,-2.0,12.0,93.0,-47.0,-36.0,7.0,-13.0,31.221020092735703
Canada,Ontario,Niagara Falls,2020-08-26,-2.0,10.0,93.0,-42.0,-35.0,8.0,-16.0,30.757341576506953
Canada,Ontario,Niagara Falls,2020-08-27,-6.0,11.0,93.0,-41.0,-34.0,8.0,-15.0,30.911901081916536
Canada,Ontario,Niagara Falls,2020-08-28,-10.0,7.0,43.0,-39.0,-35.0,8.0,42.0,39.721792890262755
Canada,Ontario,Niagara Falls,2020-08-29,-6.0,14.0,56.0,-13.0,-11.0,3.0,-37.0,27.51159196290572
Canada,Ontario,Niagara Falls,2020-08-30,5.0,11.0,56.0,-13.0,-9.0,0.0,-50.0,25.50231839258114
Canada,Ontario,Niagara Falls,2020-08-31,1.0,11.0,56.0,-35.0,-37.0,6.0,10.0,34.77588871715611
Canada,Ontario,Niagara Falls,2020-09-01,-1.0,14.0,56.0,-38.0,-36.0,6.0,11.0,34.93044822256569
Canada,Ontario,Niagara Falls,2020-09-02,-4.0,9.0,44.0,-31.0,-36.0,7.0,25.0,37.09428129829985
Canada,Ontario,Niagara Falls,2020-09-03,1.0,11.0,44.0,-32.0,-34.0,6.0,16.0,35.7032457496136
Canada,Ontario,Niagara Falls,2020-09-04,-2.0,15.0,65.0,-27.0,-36.0,7.0,-8.0,31.993817619783616
Canada,Ontario,Niagara Falls,2020-09-05,2.0,18.0,94.0,-27.0,-13.0,2.0,-72.0,22.102009273570324
Canada,Ontario,Niagara Falls,2020-09-06,33.0,27.0,94.0,-27.0,-10.0,-1.0,-118.0,14.992272024729521
Canada,Ontario,Niagara Falls,2020-09-07,-21.0,-35.0,94.0,-39.0,-76.0,18.0,95.0,47.913446676970636
Canada,Ontario,Niagara Falls,2020-09-08,-1.0,23.0,40.0,-32.0,-38.0,7.0,15.0,35.54868624420402
Canada,Ontario,Niagara Falls,2020-09-09,-6.0,15.0,39.0,-29.0,-35.0,7.0,23.0,36.78516228748068
Canada,Ontario,Niagara Falls,2020-09-10,-6.0,11.0,37.0,-35.0,-34.0,7.0,34.0,38.48531684698609
Canada,Ontario,Niagara Falls,2020-09-11,-11.0,7.0,23.0,-37.0,-33.0,7.0,58.0,42.194744976816075
Canada,Ontario,Niagara Falls,2020-09-12,-5.0,12.0,58.0,-20.0,-10.0,2.0,-33.0,28.129829984544045
Canada,Ontario,Niagara Falls,2020-09-13,-10.0,5.0,42.0,-14.0,-15.0,3.0,-5.0,32.45749613601237
Canada,Ontario,Niagara Falls,2020-09-14,-9.0,5.0,30.0,-41.0,-34.0,7.0,56.0,41.88562596599691
Canada,Ontario,Niagara Falls,2020-09-15,-7.0,8.0,34.0,-44.0,-32.0,6.0,47.0,40.49459041731067
Canada,Ontario,Niagara Falls,2020-09-16,-9.0,7.0,35.0,-41.0,-32.0,6.0,46.0,40.34003091190108
Canada,Ontario,Niagara Falls,2020-09-17,-8.0,9.0,28.0,-43.0,-31.0,6.0,51.0,41.112828438948995
Canada,Ontario,Niagara Falls,2020-09-18,-12.0,7.0,11.0,-40.0,-31.0,7.0,72.0,44.35857805255023
Canada,Ontario,Niagara Falls,2020-09-19,-6.0,13.0,39.0,-22.0,-11.0,3.0,-10.0,31.68469860896445
Canada,Ontario,Niagara Falls,2020-09-20,-3.0,11.0,78.0,-11.0,-10.0,2.0,-63.0,23.493044822256568
Canada,Ontario,Niagara Falls,2020-09-21,-11.0,5.0,29.0,-44.0,-36.0,7.0,64.0,43.12210200927357
Canada,Ontario,Niagara Falls,2020-09-22,-11.0,9.0,28.0,-46.0,-33.0,7.0,60.0,42.503863987635235
Canada,Ontario,Niagara Falls,2020-09-23,-12.0,7.0,23.0,-41.0,-31.0,8.0,62.0,42.81298299845441
Canada,Ontario,Niagara Falls,2020-09-24,-12.0,7.0,20.0,-42.0,-29.0,7.0,63.0,42.96754250386399
Canada,Ontario,Niagara Falls,2020-09-25,-16.0,2.0,12.0,-43.0,-29.0,7.0,81.0,45.749613601236476
Canada,Ontario,Niagara Falls,2020-09-26,-8.0,12.0,53.0,-24.0,-8.0,2.0,-23.0,29.675425038639876
Canada,Ontario,Niagara Falls,2020-09-27,-6.0,9.0,87.0,-14.0,-10.0,2.0,-64.0,23.338485316846985
Canada,Ontario,Niagara Falls,2020-09-28,-14.0,6.0,20.0,-44.0,-34.0,8.0,74.0,44.6676970633694
Canada,Ontario,Niagara Falls,2020-09-29,-14.0,9.0,2.0,-47.0,-32.0,8.0,90.0,47.14064914992272
Canada,Ontario,Niagara Falls,2020-09-30,-14.0,10.0,-22.0,-43.0,-31.0,9.0,109.0,50.0772797527048
Canada,Ontario,Niagara Falls,2020-10-01,-11.0,12.0,5.0,-43.0,-28.0,7.0,72.0,44.35857805255023
Canada,Ontario,Niagara Falls,2020-10-02,-19.0,4.0,-23.0,-51.0,-28.0,9.0,126.0,52.7047913446677
Canada,Ontario,Niagara Falls,2020-10-03,-13.0,10.0,8.0,-32.0,-12.0,5.0,44.0,40.030911901081915
Canada,Ontario,Niagara Falls,2020-10-04,-14.0,8.0,13.0,-25.0,-13.0,4.0,35.0,38.639876352395675
Canada,Ontario,Niagara Falls,2020-10-05,-14.0,6.0,6.0,-47.0,-34.0,8.0,91.0,47.2952086553323
Canada,Ontario,Niagara Falls,2020-10-06,-13.0,12.0,5.0,-49.0,-32.0,7.0,84.0,46.21329211746523
Canada,Ontario,Niagara Falls,2020-10-07,-17.0,11.0,-15.0,-50.0,-31.0,9.0,111.0,50.38639876352396
Canada,Ontario,Niagara Falls,2020-10-08,-12.0,15.0,6.0,-46.0,-28.0,7.0,72.0,44.35857805255023
Canada,Ontario,Niagara Falls,2020-10-09,-15.0,14.0,-1.0,-42.0,-30.0,8.0,82.0,45.904173106646056
Canada,Ontario,Niagara Falls,2020-10-10,-15.0,17.0,25.0,-28.0,-13.0,4.0,18.0,36.01236476043277
Canada,Ontario,Niagara Falls,2020-10-11,-12.0,10.0,88.0,-21.0,-12.0,3.0,-50.0,25.50231839258114
Canada,Ontario,Niagara Falls,2020-10-12,-45.0,-47.0,88.0,-61.0,-76.0,18.0,159.0,57.80525502318392
Canada,Ontario,Niagara Falls,2020-10-13,-15.0,11.0,14.0,-49.0,-32.0,7.0,78.0,45.28593508500773
Canada,Ontario,Niagara Falls,2020-10-14,-13.0,8.0,11.0,-46.0,-30.0,8.0,78.0,45.28593508500773
Canada,Ontario,Niagara Falls,2020-10-15,-16.0,4.0,-28.0,-52.0,-28.0,10.0,130.0,53.32302936630603
Canada,Ontario,Niagara Falls,2020-10-16,-16.0,5.0,-10.0,-51.0,-26.0,9.0,107.0,49.76816074188562
Canada,Ontario,Niagara Falls,2020-10-17,-12.0,11.0,14.0,-33.0,-12.0,5.0,37.0,38.94899536321484
Canada,Ontario,Niagara Falls,2020-10-18,-15.0,3.0,18.0,-36.0,-14.0,5.0,49.0,40.80370942812983
Canada,Ontario,Niagara Falls,2020-10-19,-21.0,-3.0,-38.0,-55.0,-34.0,10.0,161.0,58.11437403400309
Canada,Ontario,Niagara Falls,2020-10-20,-13.0,9.0,-4.0,-51.0,-31.0,8.0,98.0,48.37712519319938
Canada,Ontario,Niagara Falls,2020-10-21,-16.0,7.0,-18.0,-46.0,-30.0,10.0,113.0,50.695517774343124
Canada,Ontario,Niagara Falls,2020-10-22,-15.0,8.0,-20.0,-47.0,-27.0,9.0,110.0,50.23183925811438
Canada,Ontario,Niagara Falls,2020-10-23,-16.0,1.0,13.0,-47.0,-26.0,9.0,84.0,46.21329211746523
Canada,Ontario,Niagara Falls,2020-10-24,-14.0,11.0,-3.0,-25.0,-11.0,5.0,47.0,40.49459041731067
Canada,Ontario,Niagara Falls,2020-10-25,-14.0,4.0,16.0,-25.0,-14.0,5.0,38.0,39.10355486862442
Canada,Ontario,Niagara Falls,2020-10-26,-18.0,0.0,-22.0,-49.0,-33.0,10.0,132.0,53.63214837712519
Canada,Ontario,Niagara Falls,2020-10-27,-17.0,6.0,-20.0,-50.0,-30.0,9.0,120.0,51.777434312210204
Canada,Ontario,Niagara Falls,2020-10-28,-12.0,13.0,-8.0,-42.0,-28.0,9.0,86.0,46.52241112828439
Canada,Ontario,Niagara Falls,2020-10-29,-13.0,12.0,-18.0,-44.0,-26.0,9.0,98.0,48.37712519319938
Canada,Ontario,Niagara Falls,2020-10-30,-16.0,14.0,-36.0,-43.0,-26.0,9.0,116.0,51.15919629057187
Canada,Ontario,Niagara Falls,2020-10-31,-14.0,17.0,-7.0,-23.0,-10.0,5.0,42.0,39.721792890262755
Canada,Ontario,Niagara Falls,2020-11-01,-23.0,0.0,-38.0,-26.0,-17.0,6.0,110.0,50.23183925811438
Canada,Ontario,Niagara Falls,2020-11-02,-19.0,2.0,-37.0,-47.0,-32.0,10.0,143.0,55.332302936630605
Canada,Ontario,Niagara Falls,2020-11-03,-18.0,8.0,-22.0,-48.0,-30.0,9.0,119.0,51.622874806800624
Canada,Ontario,Niagara Falls,2020-11-04,-17.0,5.0,0.0,-46.0,-28.0,9.0,95.0,47.913446676970636
Canada,Ontario,Niagara Falls,2020-11-05,-14.0,4.0,-4.0,-45.0,-26.0,9.0,94.0,47.75888717156105
Canada,Ontario,Niagara Falls,2020-11-06,-17.0,3.0,-9.0,-42.0,-26.0,9.0,100.0,48.68624420401855
Canada,Ontario,Niagara Falls,2020-11-07,-7.0,10.0,36.0,-15.0,-10.0,5.0,-9.0,31.839258114374037
Canada,Ontario,Niagara Falls,2020-11-08,-1.0,10.0,106.0,-9.0,-11.0,3.0,-92.0,19.01081916537867
Canada,Ontario,Niagara Falls,2020-11-09,-13.0,2.0,19.0,-44.0,-32.0,9.0,77.0,45.13137557959814
Canada,Ontario,Niagara Falls,2020-11-10,-10.0,8.0,22.0,-50.0,-30.0,8.0,68.0,43.7403400309119
Canada,Ontario,Niagara Falls,2020-11-11,-13.0,6.0,-12.0,-44.0,-31.0,10.0,104.0,49.304482225656876
Canada,Ontario,Niagara Falls,2020-11-12,-13.0,6.0,-12.0,-47.0,-26.0,9.0,101.0,48.84080370942813
Canada,Ontario,Niagara Falls,2020-11-13,-17.0,1.0,-29.0,-22.0,-26.0,10.0,103.0,49.1499227202473
Canada,Ontario,Niagara Falls,2020-11-14,-11.0,10.0,9.0,-10.0,-11.0,6.0,19.0,36.16692426584235
Canada,Ontario,Niagara Falls,2020-11-15,-22.0,-5.0,-35.0,-15.0,-18.0,7.0,102.0,48.99536321483771
Canada,Ontario,Niagara Falls,2020-11-16,-17.0,-1.0,-28.0,-37.0,-33.0,10.0,126.0,52.7047913446677
Canada,Ontario,Niagara Falls,2020-11-17,-18.0,2.0,-30.0,-40.0,-31.0,10.0,127.0,52.85935085007728
Canada,Ontario,Niagara Falls,2020-11-18,-17.0,1.0,-31.0,-26.0,-32.0,10.0,115.0,51.00463678516228
Canada,Ontario,Niagara Falls,2020-11-19,-16.0,6.0,-18.0,-25.0,-27.0,9.0,89.0,46.986089644513136
Canada,Ontario,Niagara Falls,2020-11-20,-16.0,5.0,-16.0,-20.0,-26.0,10.0,83.0,46.05873261205564
Canada,Ontario,Niagara Falls,2020-11-21,-13.0,11.0,-10.0,15.0,-12.0,6.0,15.0,35.54868624420402
Canada,Ontario,Niagara Falls,2020-11-22,-26.0,-2.0,-44.0,5.0,-18.0,7.0,92.0,47.44976816074188
Canada,Ontario,Niagara Falls,2020-11-23,-18.0,1.0,-36.0,-22.0,-32.0,10.0,117.0,51.31375579598145
Canada,Ontario,Niagara Falls,2020-11-24,-17.0,7.0,-29.0,-29.0,-31.0,10.0,109.0,50.0772797527048
Canada,Ontario,Niagara Falls,2020-11-25,-18.0,3.0,-36.0,-33.0,-29.0,10.0,123.0,52.24111282843895
Canada,Ontario,Niagara Falls,2020-11-26,-11.0,11.0,-28.0,-32.0,-27.0,10.0,97.0,48.222565687789796
Canada,Ontario,Niagara Falls,2020-11-27,-15.0,6.0,-29.0,-11.0,-27.0,11.0,87.0,46.67697063369397
Canada,Ontario,Niagara Falls,2020-11-28,-11.0,14.0,-7.0,20.0,-12.0,6.0,2.0,33.53941267387944
Canada,Ontario,Niagara Falls,2020-11-29,-10.0,7.0,19.0,20.0,-14.0,5.0,-17.0,30.602782071097373
Canada,Ontario,Niagara Falls,2020-11-30,-18.0,1.0,-53.0,-29.0,-33.0,11.0,143.0,55.332302936630605
Canada,Ontario,Niagara Falls,2020-12-01,-20.0,6.0,-40.0,-42.0,-32.0,11.0,139.0,54.71406491499228
Canada,Ontario,Niagara Falls,2020-12-02,-16.0,10.0,-39.0,-36.0,-28.0,10.0,119.0,51.622874806800624
Canada,Ontario,Niagara Falls,2020-12-03,-14.0,10.0,-34.0,-38.0,-26.0,10.0,112.0,50.540958268933544
Canada,Ontario,Niagara Falls,2020-12-04,-20.0,4.0,-44.0,-36.0,-26.0,11.0,133.0,53.78670788253478
Canada,Ontario,Niagara Falls,2020-12-05,-14.0,13.0,-24.0,-4.0,-12.0,7.0,48.0,40.64914992272025
Canada,Ontario,Niagara Falls,2020-12-06,-17.0,5.0,-7.0,-9.0,-14.0,6.0,48.0,40.64914992272025
Canada,Ontario,Niagara Falls,2020-12-07,-17.0,5.0,-31.0,-37.0,-32.0,10.0,122.0,52.086553323029364
Canada,Ontario,Niagara Falls,2020-12-08,-15.0,11.0,-28.0,-39.0,-29.0,10.0,110.0,50.23183925811438
Canada,Ontario,Niagara Falls,2020-12-09,-18.0,8.0,-42.0,-36.0,-29.0,11.0,128.0,53.01391035548686
Canada,Ontario,Niagara Falls,2020-12-10,-12.0,15.0,-24.0,-37.0,-26.0,10.0,94.0,47.75888717156105
Canada,Ontario,Niagara Falls,2020-12-11,-14.0,13.0,-26.0,-37.0,-26.0,10.0,100.0,48.68624420401855
Canada,Ontario,Niagara Falls,2020-12-12,-17.0,16.0,-36.0,-18.0,-14.0,8.0,77.0,45.13137557959814
Canada,Ontario,Niagara Falls,2020-12-13,-14.0,10.0,-10.0,-14.0,-15.0,6.0,49.0,40.80370942812983
Canada,Ontario,Niagara Falls,2020-12-14,-13.0,10.0,-34.0,-40.0,-33.0,10.0,120.0,51.777434312210204
Canada,Ontario,Niagara Falls,2020-12-15,-11.0,17.0,-33.0,-43.0,-30.0,10.0,110.0,50.23183925811438
Canada,Ontario,Niagara Falls,2020-12-16,-12.0,16.0,-38.0,-39.0,-29.0,11.0,113.0,50.695517774343124
Canada,Ontario,Niagara Falls,2020-12-17,-12.0,15.0,-38.0,-42.0,-28.0,11.0,116.0,51.15919629057187
